surah,muqattaat_letters,letter,calculation_type,calculation_description,value,comparison_context
2,ا ل م,ا,count_current,Letter count in current surah,3545,Current surah with Muqatta'at
2,ا ل م,ا,count_previous,Letter count in previous surah,20,Previous surah (surah 1)
2,ا ل م,ا,count_all_previous,Letter count in all previous surahs,20,All surahs before current (surahs 1-1)
2,ا ل م,ا,count_next,Letter count in next surah,2006,Next surah (surah 3)
2,ا ل م,ا,count_all_after,Letter count in all subsequent surahs,39984,All surahs after current (surahs 3-114)
2,ا ل م,ا,ratio_current,Letter ratio in current surah (count/total),0.1326572615350073,Current surah with Muqatta'at
2,ا ل م,ا,ratio_previous,Letter ratio in previous surah (count/total),0.16129032258064516,Previous surah (surah 1)
2,ا ل م,ا,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.16129032258064516,All surahs before current (surahs 1-1)
2,ا ل م,ا,ratio_next,Letter ratio in next surah (count/total),0.13202579965775965,Next surah (surah 3)
2,ا ل م,ا,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.12969185857930587,All surahs after current (surahs 3-114)
2,ا ل م,ا,diff_vs_previous,Difference between current and previous surah ratios,-0.02863306104563787,Current vs Previous surah ratio difference
2,ا ل م,ا,diff_vs_all_previous,Difference between current and all previous surahs ratios,-0.02863306104563787,Current vs All Previous surahs ratio difference
2,ا ل م,ا,diff_vs_next,Difference between current and next surah ratios,0.0006314618772476355,Current vs Next surah ratio difference
2,ا ل م,ا,diff_vs_all_after,Difference between current and all subsequent surahs ratios,0.0029654029557014128,Current vs All Subsequent surahs ratio difference
2,ا ل م,ل,count_current,Letter count in current surah,3202,Current surah with Muqatta'at
2,ا ل م,ل,count_previous,Letter count in previous surah,18,Previous surah (surah 1)
2,ا ل م,ل,count_all_previous,Letter count in all previous surahs,18,All surahs before current (surahs 1-1)
2,ا ل م,ل,count_next,Letter count in next surah,1893,Next surah (surah 3)
2,ا ل م,ل,count_all_after,Letter count in all subsequent surahs,34980,All surahs after current (surahs 3-114)
2,ا ل م,ل,ratio_current,Letter ratio in current surah (count/total),0.1198218762863451,Current surah with Muqatta'at
2,ا ل م,ل,ratio_previous,Letter ratio in previous surah (count/total),0.14516129032258066,Previous surah (surah 1)
2,ا ل م,ل,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.14516129032258066,All surahs before current (surahs 1-1)
2,ا ل م,ل,ratio_next,Letter ratio in next surah (count/total),0.12458865341582204,Next surah (surah 3)
2,ا ل م,ل,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.11346091469348038,All surahs after current (surahs 3-114)
2,ا ل م,ل,diff_vs_previous,Difference between current and previous surah ratios,-0.02533941403623556,Current vs Previous surah ratio difference
2,ا ل م,ل,diff_vs_all_previous,Difference between current and all previous surahs ratios,-0.02533941403623556,Current vs All Previous surahs ratio difference
2,ا ل م,ل,diff_vs_next,Difference between current and next surah ratios,-0.004766777129476943,Current vs Next surah ratio difference
2,ا ل م,ل,diff_vs_all_after,Difference between current and all subsequent surahs ratios,0.006360961592864714,Current vs All Subsequent surahs ratio difference
2,ا ل م,م,count_current,Letter count in current surah,2193,Current surah with Muqatta'at
2,ا ل م,م,count_previous,Letter count in previous surah,12,Previous surah (surah 1)
2,ا ل م,م,count_all_previous,Letter count in all previous surahs,12,All surahs before current (surahs 1-1)
2,ا ل م,م,count_next,Letter count in next surah,1247,Next surah (surah 3)
2,ا ل م,م,count_all_after,Letter count in all subsequent surahs,24544,All surahs after current (surahs 3-114)
2,ا ل م,م,ratio_current,Letter ratio in current surah (count/total),0.08206413950529506,Current surah with Muqatta'at
2,ا ل م,م,ratio_previous,Letter ratio in previous surah (count/total),0.0967741935483871,Previous surah (surah 1)
2,ا ل م,م,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.0967741935483871,All surahs before current (surahs 1-1)
2,ا ل م,م,ratio_next,Letter ratio in next surah (count/total),0.08207187047518757,Next surah (surah 3)
2,ا ل م,م,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.07961076873175478,All surahs after current (surahs 3-114)
2,ا ل م,م,diff_vs_previous,Difference between current and previous surah ratios,-0.01471005404309203,Current vs Previous surah ratio difference
2,ا ل م,م,diff_vs_all_previous,Difference between current and all previous surahs ratios,-0.01471005404309203,Current vs All Previous surahs ratio difference
2,ا ل م,م,diff_vs_next,Difference between current and next surah ratios,-7.730969892510986e-06,Current vs Next surah ratio difference
2,ا ل م,م,diff_vs_all_after,Difference between current and all subsequent surahs ratios,0.0024533707735402838,Current vs All Subsequent surahs ratio difference
3,ا ل م,ا,count_current,Letter count in current surah,2006,Current surah with Muqatta'at
3,ا ل م,ا,count_previous,Letter count in previous surah,3545,Previous surah (surah 2)
3,ا ل م,ا,count_all_previous,Letter count in all previous surahs,3565,All surahs before current (surahs 1-2)
3,ا ل م,ا,count_next,Letter count in next surah,2263,Next surah (surah 4)
3,ا ل م,ا,count_all_after,Letter count in all subsequent surahs,37978,All surahs after current (surahs 4-114)
3,ا ل م,ا,ratio_current,Letter ratio in current surah (count/total),0.13202579965775965,Current surah with Muqatta'at
3,ا ل م,ا,ratio_previous,Letter ratio in previous surah (count/total),0.1326572615350073,Previous surah (surah 2)
3,ا ل م,ا,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.1327895109323202,All surahs before current (surahs 1-2)
3,ا ل م,ا,ratio_next,Letter ratio in next surah (count/total),0.13643214565623682,Next surah (surah 4)
3,ا ل م,ا,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.12957087197123224,All surahs after current (surahs 4-114)
3,ا ل م,ا,diff_vs_previous,Difference between current and previous surah ratios,-0.0006314618772476355,Current vs Previous surah ratio difference
3,ا ل م,ا,diff_vs_all_previous,Difference between current and all previous surahs ratios,-0.0007637112745605412,Current vs All Previous surahs ratio difference
3,ا ل م,ا,diff_vs_next,Difference between current and next surah ratios,-0.004406345998477168,Current vs Next surah ratio difference
3,ا ل م,ا,diff_vs_all_after,Difference between current and all subsequent surahs ratios,0.002454927686527414,Current vs All Subsequent surahs ratio difference
3,ا ل م,ل,count_current,Letter count in current surah,1893,Current surah with Muqatta'at
3,ا ل م,ل,count_previous,Letter count in previous surah,3202,Previous surah (surah 2)
3,ا ل م,ل,count_all_previous,Letter count in all previous surahs,3220,All surahs before current (surahs 1-2)
3,ا ل م,ل,count_next,Letter count in next surah,1962,Next surah (surah 4)
3,ا ل م,ل,count_all_after,Letter count in all subsequent surahs,33087,All surahs after current (surahs 4-114)
3,ا ل م,ل,ratio_current,Letter ratio in current surah (count/total),0.12458865341582204,Current surah with Muqatta'at
3,ا ل م,ل,ratio_previous,Letter ratio in previous surah (count/total),0.1198218762863451,Previous surah (surah 2)
3,ا ل م,ل,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.11993891310016017,All surahs before current (surahs 1-2)
3,ا ل م,ل,ratio_next,Letter ratio in next surah (count/total),0.11828540423223007,Next surah (surah 4)
3,ا ل م,ل,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.11288407606804364,All surahs after current (surahs 4-114)
3,ا ل م,ل,diff_vs_previous,Difference between current and previous surah ratios,0.004766777129476943,Current vs Previous surah ratio difference
3,ا ل م,ل,diff_vs_all_previous,Difference between current and all previous surahs ratios,0.004649740315661871,Current vs All Previous surahs ratio difference
3,ا ل م,ل,diff_vs_next,Difference between current and next surah ratios,0.006303249183591972,Current vs Next surah ratio difference
3,ا ل م,ل,diff_vs_all_after,Difference between current and all subsequent surahs ratios,0.011704577347778397,Current vs All Subsequent surahs ratio difference
3,ا ل م,م,count_current,Letter count in current surah,1247,Current surah with Muqatta'at
3,ا ل م,م,count_previous,Letter count in previous surah,2193,Previous surah (surah 2)
3,ا ل م,م,count_all_previous,Letter count in all previous surahs,2205,All surahs before current (surahs 1-2)
3,ا ل م,م,count_next,Letter count in next surah,1303,Next surah (surah 4)
3,ا ل م,م,count_all_after,Letter count in all subsequent surahs,23297,All surahs after current (surahs 4-114)
3,ا ل م,م,ratio_current,Letter ratio in current surah (count/total),0.08207187047518757,Current surah with Muqatta'at
3,ا ل م,م,ratio_previous,Letter ratio in previous surah (count/total),0.08206413950529506,Previous surah (surah 2)
3,ا ل م,م,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.0821320817968488,All surahs before current (surahs 1-2)
3,ا ل م,م,ratio_next,Letter ratio in next surah (count/total),0.07855549526737807,Next surah (surah 4)
3,ا ل م,م,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.07948319038163668,All surahs after current (surahs 4-114)
3,ا ل م,م,diff_vs_previous,Difference between current and previous surah ratios,7.730969892510986e-06,Current vs Previous surah ratio difference
3,ا ل م,م,diff_vs_all_previous,Difference between current and all previous surahs ratios,-6.021132166122989e-05,Current vs All Previous surahs ratio difference
3,ا ل م,م,diff_vs_next,Difference between current and next surah ratios,0.003516375207809508,Current vs Next surah ratio difference
3,ا ل م,م,diff_vs_all_after,Difference between current and all subsequent surahs ratios,0.002588680093550899,Current vs All Subsequent surahs ratio difference
7,ا ل م ص,ا,count_current,Letter count in current surah,1958,Current surah with Muqatta'at
7,ا ل م ص,ا,count_previous,Letter count in previous surah,1558,Previous surah (surah 6)
7,ا ل م ص,ا,count_all_previous,Letter count in all previous surahs,11103,All surahs before current (surahs 1-6)
7,ا ل م ص,ا,count_next,Letter count in next surah,651,Next surah (surah 8)
7,ا ل م ص,ا,count_all_after,Letter count in all subsequent surahs,30488,All surahs after current (surahs 8-114)
7,ا ل م ص,ا,ratio_current,Letter ratio in current surah (count/total),0.1337431693989071,Current surah with Muqatta'at
7,ا ل م ص,ا,ratio_previous,Letter ratio in previous surah (count/total),0.12016968762051677,Previous surah (surah 6)
7,ا ل م ص,ا,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.13217699789288223,All surahs before current (surahs 1-6)
7,ا ل م ص,ا,ratio_next,Letter ratio in next surah (count/total),0.11918711094837056,Next surah (surah 8)
7,ا ل م ص,ا,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.12891004879368811,All surahs after current (surahs 8-114)
7,ا ل م ص,ا,diff_vs_previous,Difference between current and previous surah ratios,0.013573481778390323,Current vs Previous surah ratio difference
7,ا ل م ص,ا,diff_vs_all_previous,Difference between current and all previous surahs ratios,0.001566171506024866,Current vs All Previous surahs ratio difference
7,ا ل م ص,ا,diff_vs_next,Difference between current and next surah ratios,0.014556058450536535,Current vs Next surah ratio difference
7,ا ل م ص,ا,diff_vs_all_after,Difference between current and all subsequent surahs ratios,0.004833120605218982,Current vs All Subsequent surahs ratio difference
7,ا ل م ص,ل,count_current,Letter count in current surah,1528,Current surah with Muqatta'at
7,ا ل م ص,ل,count_previous,Letter count in previous surah,1448,Previous surah (surah 6)
7,ا ل م ص,ل,count_all_previous,Letter count in all previous surahs,9983,All surahs before current (surahs 1-6)
7,ا ل م ص,ل,count_next,Letter count in next surah,653,Next surah (surah 8)
7,ا ل م ص,ل,count_all_after,Letter count in all subsequent surahs,26689,All surahs after current (surahs 8-114)
7,ا ل م ص,ل,ratio_current,Letter ratio in current surah (count/total),0.10437158469945355,Current surah with Muqatta'at
7,ا ل م ص,ل,ratio_previous,Letter ratio in previous surah (count/total),0.11168530659467799,Previous surah (surah 6)
7,ا ل م ص,ل,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.118843823287818,All surahs before current (surahs 1-6)
7,ا ل م ص,ل,ratio_next,Letter ratio in next surah (count/total),0.11955327718784328,Next surah (surah 8)
7,ا ل م ص,ل,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.1128470313649548,All surahs after current (surahs 8-114)
7,ا ل م ص,ل,diff_vs_previous,Difference between current and previous surah ratios,-0.0073137218952244315,Current vs Previous surah ratio difference
7,ا ل م ص,ل,diff_vs_all_previous,Difference between current and all previous surahs ratios,-0.014472238588364453,Current vs All Previous surahs ratio difference
7,ا ل م ص,ل,diff_vs_next,Difference between current and next surah ratios,-0.015181692488389728,Current vs Next surah ratio difference
7,ا ل م ص,ل,diff_vs_all_after,Difference between current and all subsequent surahs ratios,-0.008475446665501249,Current vs All Subsequent surahs ratio difference
7,ا ل م ص,م,count_current,Letter count in current surah,1162,Current surah with Muqatta'at
7,ا ل م ص,م,count_previous,Letter count in previous surah,1058,Previous surah (surah 6)
7,ا ل م ص,م,count_all_previous,Letter count in all previous surahs,6852,All surahs before current (surahs 1-6)
7,ا ل م ص,م,count_next,Letter count in next surah,455,Next surah (surah 8)
7,ا ل م ص,م,count_all_after,Letter count in all subsequent surahs,18735,All surahs after current (surahs 8-114)
7,ا ل م ص,م,ratio_current,Letter ratio in current surah (count/total),0.07937158469945355,Current surah with Muqatta'at
7,ا ل م ص,م,ratio_previous,Letter ratio in previous surah (count/total),0.08160431932124952,Previous surah (surah 6)
7,ا ل م ص,م,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.08157045749455363,All surahs before current (surahs 1-6)
7,ا ل م ص,م,ratio_next,Letter ratio in next surah (count/total),0.08330281948004394,Next surah (surah 8)
7,ا ل م ص,م,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.07921574928331628,All surahs after current (surahs 8-114)
7,ا ل م ص,م,diff_vs_previous,Difference between current and previous surah ratios,-0.002232734621795976,Current vs Previous surah ratio difference
7,ا ل م ص,م,diff_vs_all_previous,Difference between current and all previous surahs ratios,-0.0021988727951000875,Current vs All Previous surahs ratio difference
7,ا ل م ص,م,diff_vs_next,Difference between current and next surah ratios,-0.00393123478059039,Current vs Next surah ratio difference
7,ا ل م ص,م,diff_vs_all_after,Difference between current and all subsequent surahs ratios,0.00015583541613727048,Current vs All Subsequent surahs ratio difference
7,ا ل م ص,ص,count_current,Letter count in current surah,98,Current surah with Muqatta'at
7,ا ل م ص,ص,count_previous,Letter count in previous surah,69,Previous surah (surah 6)
7,ا ل م ص,ص,count_all_previous,Letter count in all previous surahs,510,All surahs before current (surahs 1-6)
7,ا ل م ص,ص,count_next,Letter count in next surah,29,Next surah (surah 8)
7,ا ل م ص,ص,count_all_after,Letter count in all subsequent surahs,1467,All surahs after current (surahs 8-114)
7,ا ل م ص,ص,ratio_current,Letter ratio in current surah (count/total),0.006693989071038252,Current surah with Muqatta'at
7,ا ل م ص,ص,ratio_previous,Letter ratio in previous surah (count/total),0.0053220208252988815,Previous surah (surah 6)
7,ا ل م ص,ص,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.0060713562933774595,All surahs before current (surahs 1-6)
7,ا ل م ص,ص,ratio_next,Letter ratio in next surah (count/total),0.005309410472354449,Next surah (surah 8)
7,ا ل م ص,ص,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.006202802465899385,All surahs after current (surahs 8-114)
7,ا ل م ص,ص,diff_vs_previous,Difference between current and previous surah ratios,0.0013719682457393701,Current vs Previous surah ratio difference
7,ا ل م ص,ص,diff_vs_all_previous,Difference between current and all previous surahs ratios,0.0006226327776607922,Current vs All Previous surahs ratio difference
7,ا ل م ص,ص,diff_vs_next,Difference between current and next surah ratios,0.001384578598683803,Current vs Next surah ratio difference
7,ا ل م ص,ص,diff_vs_all_after,Difference between current and all subsequent surahs ratios,0.0004911866051388663,Current vs All Subsequent surahs ratio difference
10,ا ل ر,ا,count_current,Letter count in current surah,992,Current surah with Muqatta'at
10,ا ل ر,ا,count_previous,Letter count in previous surah,1421,Previous surah (surah 9)
10,ا ل ر,ا,count_all_previous,Letter count in all previous surahs,15133,All surahs before current (surahs 1-9)
10,ا ل ر,ا,count_next,Letter count in next surah,980,Next surah (surah 11)
10,ا ل ر,ا,count_all_after,Letter count in all subsequent surahs,27424,All surahs after current (surahs 11-114)
10,ا ل ر,ا,ratio_current,Letter ratio in current surah (count/total),0.12863070539419086,Current surah with Muqatta'at
10,ا ل ر,ا,ratio_previous,Letter ratio in previous surah (count/total),0.12601986520042568,Previous surah (surah 9)
10,ا ل ر,ا,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.1311590497404207,All surahs before current (surahs 1-9)
10,ا ل ر,ا,ratio_next,Letter ratio in next surah (count/total),0.1232549364859766,Next surah (surah 11)
10,ا ل ر,ا,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.12932432942241673,All surahs after current (surahs 11-114)
10,ا ل ر,ا,diff_vs_previous,Difference between current and previous surah ratios,0.0026108401937651737,Current vs Previous surah ratio difference
10,ا ل ر,ا,diff_vs_all_previous,Difference between current and all previous surahs ratios,-0.0025283443462298383,Current vs All Previous surahs ratio difference
10,ا ل ر,ا,diff_vs_next,Difference between current and next surah ratios,0.005375768908214257,Current vs Next surah ratio difference
10,ا ل ر,ا,diff_vs_all_after,Difference between current and all subsequent surahs ratios,-0.0006936240282258699,Current vs All Subsequent surahs ratio difference
10,ا ل ر,ل,count_current,Letter count in current surah,913,Current surah with Muqatta'at
10,ا ل ر,ل,count_previous,Letter count in previous surah,1347,Previous surah (surah 9)
10,ا ل ر,ل,count_all_previous,Letter count in all previous surahs,13511,All surahs before current (surahs 1-9)
10,ا ل ر,ل,count_next,Letter count in next surah,794,Next surah (surah 11)
10,ا ل ر,ل,count_all_after,Letter count in all subsequent surahs,23776,All surahs after current (surahs 11-114)
10,ا ل ر,ل,ratio_current,Letter ratio in current surah (count/total),0.11838692946058091,Current surah with Muqatta'at
10,ا ل ر,ل,ratio_previous,Letter ratio in previous surah (count/total),0.11945725434551259,Previous surah (surah 9)
10,ا ل ر,ل,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.11710103225023617,All surahs before current (surahs 1-9)
10,ا ل ر,ل,ratio_next,Letter ratio in next surah (count/total),0.09986165262231166,Next surah (surah 11)
10,ا ل ر,ل,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.1121213264420719,All surahs after current (surahs 11-114)
10,ا ل ر,ل,diff_vs_previous,Difference between current and previous surah ratios,-0.001070324884931681,Current vs Previous surah ratio difference
10,ا ل ر,ل,diff_vs_all_previous,Difference between current and all previous surahs ratios,0.0012858972103447358,Current vs All Previous surahs ratio difference
10,ا ل ر,ل,diff_vs_next,Difference between current and next surah ratios,0.018525276838269253,Current vs Next surah ratio difference
10,ا ل ر,ل,diff_vs_all_after,Difference between current and all subsequent surahs ratios,0.006265603018509008,Current vs All Subsequent surahs ratio difference
10,ا ل ر,ر,count_current,Letter count in current surah,256,Current surah with Muqatta'at
10,ا ل ر,ر,count_previous,Letter count in previous surah,412,Previous surah (surah 9)
10,ا ل ر,ر,count_all_previous,Letter count in all previous surahs,3889,All surahs before current (surahs 1-9)
10,ا ل ر,ر,count_next,Letter count in next surah,324,Next surah (surah 11)
10,ا ل ر,ر,count_all_after,Letter count in all subsequent surahs,8262,All surahs after current (surahs 11-114)
10,ا ل ر,ر,ratio_current,Letter ratio in current surah (count/total),0.03319502074688797,Current surah with Muqatta'at
10,ا ل ر,ر,ratio_previous,Letter ratio in previous surah (count/total),0.03653777935438099,Previous surah (surah 9)
10,ا ل ر,ر,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.03370630704027596,All surahs before current (surahs 1-9)
10,ا ل ر,ر,ratio_next,Letter ratio in next surah (count/total),0.0407495912463841,Next surah (surah 11)
10,ا ل ر,ر,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.03896140642094541,All surahs after current (surahs 11-114)
10,ا ل ر,ر,diff_vs_previous,Difference between current and previous surah ratios,-0.0033427586074930224,Current vs Previous surah ratio difference
10,ا ل ر,ر,diff_vs_all_previous,Difference between current and all previous surahs ratios,-0.0005112862933879941,Current vs All Previous surahs ratio difference
10,ا ل ر,ر,diff_vs_next,Difference between current and next surah ratios,-0.0075545704994961355,Current vs Next surah ratio difference
10,ا ل ر,ر,diff_vs_all_after,Difference between current and all subsequent surahs ratios,-0.005766385674057441,Current vs All Subsequent surahs ratio difference
11,ا ل ر,ا,count_current,Letter count in current surah,980,Current surah with Muqatta'at
11,ا ل ر,ا,count_previous,Letter count in previous surah,992,Previous surah (surah 10)
11,ا ل ر,ا,count_all_previous,Letter count in all previous surahs,16125,All surahs before current (surahs 1-10)
11,ا ل ر,ا,count_next,Letter count in next surah,937,Next surah (surah 12)
11,ا ل ر,ا,count_all_after,Letter count in all subsequent surahs,26444,All surahs after current (surahs 12-114)
11,ا ل ر,ا,ratio_current,Letter ratio in current surah (count/total),0.1232549364859766,Current surah with Muqatta'at
11,ا ل ر,ا,ratio_previous,Letter ratio in previous surah (count/total),0.12863070539419086,Previous surah (surah 10)
11,ا ل ر,ا,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.13100064180159393,All surahs before current (surahs 1-10)
11,ا ل ر,ا,ratio_next,Letter ratio in next surah (count/total),0.12624629479924548,Next surah (surah 12)
11,ا ل ر,ا,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.12956076529237404,All surahs after current (surahs 12-114)
11,ا ل ر,ا,diff_vs_previous,Difference between current and previous surah ratios,-0.005375768908214257,Current vs Previous surah ratio difference
11,ا ل ر,ا,diff_vs_all_previous,Difference between current and all previous surahs ratios,-0.0077457053156173294,Current vs All Previous surahs ratio difference
11,ا ل ر,ا,diff_vs_next,Difference between current and next surah ratios,-0.0029913583132688826,Current vs Next surah ratio difference
11,ا ل ر,ا,diff_vs_all_after,Difference between current and all subsequent surahs ratios,-0.006305828806397434,Current vs All Subsequent surahs ratio difference
11,ا ل ر,ل,count_current,Letter count in current surah,794,Current surah with Muqatta'at
11,ا ل ر,ل,count_previous,Letter count in previous surah,913,Previous surah (surah 10)
11,ا ل ر,ل,count_all_previous,Letter count in all previous surahs,14424,All surahs before current (surahs 1-10)
11,ا ل ر,ل,count_next,Letter count in next surah,810,Next surah (surah 12)
11,ا ل ر,ل,count_all_after,Letter count in all subsequent surahs,22982,All surahs after current (surahs 12-114)
11,ا ل ر,ل,ratio_current,Letter ratio in current surah (count/total),0.09986165262231166,Current surah with Muqatta'at
11,ا ل ر,ل,ratio_previous,Letter ratio in previous surah (count/total),0.11838692946058091,Previous surah (surah 10)
11,ا ل ر,ل,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.11718159735480255,All surahs before current (surahs 1-10)
11,ا ل ر,ل,ratio_next,Letter ratio in next surah (count/total),0.10913500404203719,Next surah (surah 12)
11,ا ل ر,ل,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.11259890742509983,All surahs after current (surahs 12-114)
11,ا ل ر,ل,diff_vs_previous,Difference between current and previous surah ratios,-0.018525276838269253,Current vs Previous surah ratio difference
11,ا ل ر,ل,diff_vs_all_previous,Difference between current and all previous surahs ratios,-0.01731994473249089,Current vs All Previous surahs ratio difference
11,ا ل ر,ل,diff_vs_next,Difference between current and next surah ratios,-0.009273351419725531,Current vs Next surah ratio difference
11,ا ل ر,ل,diff_vs_all_after,Difference between current and all subsequent surahs ratios,-0.012737254802788173,Current vs All Subsequent surahs ratio difference
11,ا ل ر,ر,count_current,Letter count in current surah,324,Current surah with Muqatta'at
11,ا ل ر,ر,count_previous,Letter count in previous surah,256,Previous surah (surah 10)
11,ا ل ر,ر,count_all_previous,Letter count in all previous surahs,4145,All surahs before current (surahs 1-10)
11,ا ل ر,ر,count_next,Letter count in next surah,256,Next surah (surah 12)
11,ا ل ر,ر,count_all_after,Letter count in all subsequent surahs,7938,All surahs after current (surahs 12-114)
11,ا ل ر,ر,ratio_current,Letter ratio in current surah (count/total),0.0407495912463841,Current surah with Muqatta'at
11,ا ل ر,ر,ratio_previous,Letter ratio in previous surah (count/total),0.03319502074688797,Previous surah (surah 10)
11,ا ل ر,ر,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.03367427350496787,All surahs before current (surahs 1-10)
11,ا ل ر,ر,ratio_next,Letter ratio in next surah (count/total),0.034492050660199405,Next surah (surah 12)
11,ا ل ر,ر,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.038891746894980525,All surahs after current (surahs 12-114)
11,ا ل ر,ر,diff_vs_previous,Difference between current and previous surah ratios,0.0075545704994961355,Current vs Previous surah ratio difference
11,ا ل ر,ر,diff_vs_all_previous,Difference between current and all previous surahs ratios,0.007075317741416232,Current vs All Previous surahs ratio difference
11,ا ل ر,ر,diff_vs_next,Difference between current and next surah ratios,0.006257540586184697,Current vs Next surah ratio difference
11,ا ل ر,ر,diff_vs_all_after,Difference between current and all subsequent surahs ratios,0.0018578443514035772,Current vs All Subsequent surahs ratio difference
12,ا ل ر,ا,count_current,Letter count in current surah,937,Current surah with Muqatta'at
12,ا ل ر,ا,count_previous,Letter count in previous surah,980,Previous surah (surah 11)
12,ا ل ر,ا,count_all_previous,Letter count in all previous surahs,17105,All surahs before current (surahs 1-11)
12,ا ل ر,ا,count_next,Letter count in next surah,470,Next surah (surah 13)
12,ا ل ر,ا,count_all_after,Letter count in all subsequent surahs,25507,All surahs after current (surahs 13-114)
12,ا ل ر,ا,ratio_current,Letter ratio in current surah (count/total),0.12624629479924548,Current surah with Muqatta'at
12,ا ل ر,ا,ratio_previous,Letter ratio in previous surah (count/total),0.1232549364859766,Previous surah (surah 11)
12,ا ل ر,ا,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.13053066955632545,All surahs before current (surahs 1-11)
12,ا ل ر,ا,ratio_next,Letter ratio in next surah (count/total),0.12979839823253245,Next surah (surah 13)
12,ا ل ر,ا,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.1296858396506053,All surahs after current (surahs 13-114)
12,ا ل ر,ا,diff_vs_previous,Difference between current and previous surah ratios,0.0029913583132688826,Current vs Previous surah ratio difference
12,ا ل ر,ا,diff_vs_all_previous,Difference between current and all previous surahs ratios,-0.004284374757079962,Current vs All Previous surahs ratio difference
12,ا ل ر,ا,diff_vs_next,Difference between current and next surah ratios,-0.0035521034332869628,Current vs Next surah ratio difference
12,ا ل ر,ا,diff_vs_all_after,Difference between current and all subsequent surahs ratios,-0.003439544851359805,Current vs All Subsequent surahs ratio difference
12,ا ل ر,ل,count_current,Letter count in current surah,810,Current surah with Muqatta'at
12,ا ل ر,ل,count_previous,Letter count in previous surah,794,Previous surah (surah 11)
12,ا ل ر,ل,count_all_previous,Letter count in all previous surahs,15218,All surahs before current (surahs 1-11)
12,ا ل ر,ل,count_next,Letter count in next surah,479,Next surah (surah 13)
12,ا ل ر,ل,count_all_after,Letter count in all subsequent surahs,22172,All surahs after current (surahs 13-114)
12,ا ل ر,ل,ratio_current,Letter ratio in current surah (count/total),0.10913500404203719,Current surah with Muqatta'at
12,ا ل ر,ل,ratio_previous,Letter ratio in previous surah (count/total),0.09986165262231166,Previous surah (surah 11)
12,ا ل ر,ل,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.11613070618580303,All surahs before current (surahs 1-11)
12,ا ل ر,ل,ratio_next,Letter ratio in next surah (count/total),0.13228389947528307,Next surah (surah 13)
12,ا ل ر,ل,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.11272962076030973,All surahs after current (surahs 13-114)
12,ا ل ر,ل,diff_vs_previous,Difference between current and previous surah ratios,0.009273351419725531,Current vs Previous surah ratio difference
12,ا ل ر,ل,diff_vs_all_previous,Difference between current and all previous surahs ratios,-0.006995702143765839,Current vs All Previous surahs ratio difference
12,ا ل ر,ل,diff_vs_next,Difference between current and next surah ratios,-0.023148895433245886,Current vs Next surah ratio difference
12,ا ل ر,ل,diff_vs_all_after,Difference between current and all subsequent surahs ratios,-0.0035946167182725475,Current vs All Subsequent surahs ratio difference
12,ا ل ر,ر,count_current,Letter count in current surah,256,Current surah with Muqatta'at
12,ا ل ر,ر,count_previous,Letter count in previous surah,324,Previous surah (surah 11)
12,ا ل ر,ر,count_all_previous,Letter count in all previous surahs,4469,All surahs before current (surahs 1-11)
12,ا ل ر,ر,count_next,Letter count in next surah,136,Next surah (surah 13)
12,ا ل ر,ر,count_all_after,Letter count in all subsequent surahs,7682,All surahs after current (surahs 13-114)
